domain,state,area_type,digital_access,github_repos,commits,hackathons,projects,learning_hours,offline_work,experience_years,courses_completed,freelance_projects
Data Science,Bihar,Semi-Urban,Low,7,91,1,7,11,0,1,1,6
Social & Community Work,Bihar,Urban,High,0,0,0,9,8,19,3,2,3
Technology,Other,Semi-Urban,Medium,8,135,4,3,19,2,2,2,2
Business,Karnataka,Urban,High,0,0,2,12,13,4,3,3,1
Social & Community Work,Telangana,Urban,High,0,0,0,13,4,16,2,2,3
Technology,Kerala,Urban,High,7,162,1,5,25,2,3,5,3
Creative Arts,Rajasthan,Rural,Low,1,0,0,17,13,5,7,3,6
Technology,Maharashtra,Semi-Urban,Medium,9,157,2,6,18,0,7,0,4
Creative Arts,Gujarat,Semi-Urban,Medium,0,0,0,9,17,4,6,0,0
Skilled Trades,Other,Rural,Low,0,0,0,16,4,15,2,4,4
Business,Odisha,Urban,Medium,0,0,0,6,8,0,6,3,1
Skilled Trades,Delhi,Semi-Urban,High,0,0,0,10,5,25,3,1,1
Creative Arts,Rajasthan,Semi-Urban,Medium,2,0,0,12,12,3,1,1,2
Skilled Trades,Delhi,Rural,Low,0,0,0,17,4,21,0,3,3
Business,Karnataka,Rural,Low,0,0,0,8,7,2,6,2,2
Creative Arts,Punjab,Rural,Low,0,0,0,16,13,4,3,4,2
Technology,Gujarat,Urban,High,8,158,1,5,24,1,3,2,4
Technology,Kerala,Urban,High,13,145,3,9,14,1,3,2,3
Technology,Madhya Pradesh,Rural,Medium,13,156,2,4,8,0,1,3,1
Business,Bihar,Rural,Low,0,0,2,13,11,1,0,4,3
Creative Arts,Bihar,Rural,Low,0,0,0,15,12,7,2,1,0
Social & Community Work,Other,Rural,Medium,0,0,0,8,7,15,4,3,1
Business,Other,Rural,Low,0,0,1,10,18,2,0,2,1
Business,Kerala,Rural,Low,0,0,2,7,7,1,3,4,1
Creative Arts,Kerala,Semi-Urban,Medium,2,0,0,8,12,11,0,5,5
Skilled Trades,Punjab,Rural,Low,0,0,0,8,2,18,1,1,1
Creative Arts,Bihar,Rural,Low,3,0,0,14,11,3,3,3,3
Skilled Trades,Uttar Pradesh,Urban,High,0,0,0,9,5,20,4,2,4
Skilled Trades,West Bengal,Urban,High,0,0,0,12,5,17,3,1,1
Social & Community Work,Kerala,Semi-Urban,Medium,0,0,0,13,6,9,1,1,2
Technology,Kerala,Rural,High,5,149,5,6,12,2,4,1,1
Creative Arts,West Bengal,Semi-Urban,Medium,0,0,0,13,19,5,2,3,2
Data Science,Karnataka,Urban,High,8,112,3,3,32,0,4,1,1
Creative Arts,Karnataka,Rural,Low,0,0,0,6,6,3,1,1,4
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,16,3,20,3,2,1
Skilled Trades,Karnataka,Semi-Urban,Medium,0,0,0,24,4,12,6,3,4
Technology,Bihar,Urban,High,5,140,1,2,12,0,2,5,5
Technology,Uttar Pradesh,Rural,Medium,8,145,0,6,18,0,3,4,4
Skilled Trades,Uttar Pradesh,Rural,Low,0,0,0,14,2,18,3,3,0
Business,Odisha,Urban,High,0,0,1,16,11,0,0,2,1
Technology,Madhya Pradesh,Rural,Medium,9,155,2,4,14,0,2,1,2
Data Science,West Bengal,Rural,Low,5,100,4,6,21,0,3,5,3
Business,Uttar Pradesh,Semi-Urban,Medium,0,0,0,8,8,4,0,7,2
Creative Arts,Odisha,Semi-Urban,High,0,0,0,8,9,2,1,2,1
Social & Community Work,Punjab,Rural,Medium,0,0,0,10,7,24,0,3,0
Technology,Kerala,Rural,Medium,7,171,3,3,23,0,6,4,2
Technology,Kerala,Urban,High,7,146,5,5,11,0,5,4,3
Skilled Trades,Telangana,Urban,High,0,0,0,15,7,23,1,0,2
Business,West Bengal,Urban,High,0,0,1,11,11,1,2,2,3
Business,Punjab,Urban,High,0,0,2,7,11,3,3,2,2
Creative Arts,Delhi,Urban,High,0,0,0,10,10,3,1,3,2
Business,Rajasthan,Urban,Medium,0,0,1,9,11,1,1,8,2
Technology,West Bengal,Semi-Urban,High,6,163,1,6,19,0,6,2,1
Business,Rajasthan,Semi-Urban,Low,0,0,1,6,13,3,3,7,1
Data Science,Kerala,Rural,Low,4,83,1,6,27,0,2,2,0
Business,Odisha,Rural,Low,0,0,2,4,12,2,1,4,3
Technology,Other,Urban,High,6,158,2,9,11,2,2,2,0
Skilled Trades,Kerala,Urban,Medium,0,5000,0,0,0,13,4,5,1
Data Science,Madhya Pradesh,Semi-Urban,High,4,116,1,1,17,0,2,1,4
Creative Arts,Karnataka,Semi-Urban,High,1,0,0,14,5,5,5,1,6
Creative Arts,Gujarat,Rural,Medium,0,0,0,7,6,1,4,3,0
Skilled Trades,Uttar Pradesh,Urban,Medium,0,0,0,16,5,15,3,4,1
Social & Community Work,Odisha,Rural,Low,0,0,0,9,9,16,5,3,2
Business,Other,Urban,High,0,0,0,12,10,4,2,1,4
Technology,Delhi,Urban,High,7,5000,1,0,0,2,3,6,1
Technology,Tamil Nadu,Semi-Urban,Medium,7,164,1,2,16,0,5,2,3
Creative Arts,West Bengal,Urban,High,2,0,0,12,5,3,4,2,2
Social & Community Work,Maharashtra,Semi-Urban,Medium,0,5000,0,0,0,10,4,1,2
Skilled Trades,Kerala,Semi-Urban,Low,0,0,0,14,4,23,1,1,3
Skilled Trades,West Bengal,Urban,High,0,0,0,20,4,19,1,2,1
Business,Maharashtra,Urban,Medium,0,5000,0,0,0,1,5,2,4
Technology,Bihar,Rural,Low,11,141,0,3,14,0,0,6,1
Technology,Delhi,Rural,Low,10,176,0,3,14,1,0,3,2
Skilled Trades,Odisha,Semi-Urban,High,0,0,0,10,4,20,0,6,2
Creative Arts,Odisha,Rural,Low,1,0,0,13,12,9,7,2,1
Business,Maharashtra,Rural,Low,0,0,2,6,14,2,1,1,0
Data Science,Bihar,Rural,Low,6,97,6,11,22,0,3,2,0
Technology,Telangana,Urban,Medium,5,139,4,6,14,0,2,6,0
Technology,Rajasthan,Rural,Low,6,152,2,6,18,1,0,1,1
Business,Uttar Pradesh,Rural,Low,0,0,2,7,10,0,3,2,1
Creative Arts,Rajasthan,Rural,Low,1,0,0,8,4,11,4,3,2
Skilled Trades,Maharashtra,Urban,Medium,0,0,0,12,8,21,3,1,2
Creative Arts,Bihar,Urban,Medium,0,0,0,12,11,3,0,1,1
Business,Uttar Pradesh,Urban,High,0,0,2,9,5,0,3,3,2
Creative Arts,Telangana,Semi-Urban,Medium,2,0,0,12,14,6,4,1,0
Creative Arts,Kerala,Urban,High,1,0,0,13,14,4,1,3,2
Creative Arts,Bihar,Urban,High,1,0,0,8,11,7,3,2,4
Business,Maharashtra,Semi-Urban,High,0,0,1,8,10,3,3,2,2
Technology,Madhya Pradesh,Urban,High,8,170,1,5,7,1,4,3,1
Skilled Trades,Gujarat,Urban,High,0,0,0,16,4,26,4,1,2
Creative Arts,West Bengal,Urban,High,1,0,0,17,19,4,5,4,4
Creative Arts,Odisha,Urban,High,0,0,0,9,7,3,0,3,2
Social & Community Work,Karnataka,Rural,Medium,0,0,0,8,4,15,3,1,0
Creative Arts,Punjab,Urban,High,3,0,0,7,16,4,4,3,1
Social & Community Work,Rajasthan,Urban,High,0,0,0,11,7,22,2,2,0
Business,Punjab,Urban,High,0,0,0,5,13,1,0,3,2
Data Science,Madhya Pradesh,Urban,Medium,4,89,3,7,26,0,7,1,1
Business,Uttar Pradesh,Urban,High,0,0,1,10,11,1,2,3,0
Data Science,Karnataka,Rural,Low,5,100,3,4,17,0,3,3,2
Technology,Odisha,Semi-Urban,Medium,5,147,3,1,19,2,5,2,1
Technology,Bihar,Semi-Urban,Medium,10,142,1,4,13,1,1,3,2
Technology,Other,Rural,Low,11,152,4,5,15,1,5,7,1
Business,Telangana,Rural,Low,0,0,0,6,10,3,1,2,1
Skilled Trades,Odisha,Urban,High,0,0,0,17,2,24,6,2,3
Technology,Uttar Pradesh,Rural,Low,6,160,3,3,22,1,0,1,1
Social & Community Work,Tamil Nadu,Rural,High,0,0,0,7,7,22,0,6,3
Social & Community Work,Telangana,Urban,High,0,0,0,12,10,10,0,4,2
Social & Community Work,Punjab,Rural,Low,0,0,0,7,4,18,6,2,1
Social & Community Work,Bihar,Urban,High,0,0,0,11,9,10,6,4,3
Technology,Karnataka,Rural,Low,11,157,1,7,22,0,1,3,2
Technology,Odisha,Urban,High,5,152,4,2,15,0,0,3,4
Creative Arts,Bihar,Urban,Medium,2,0,0,15,5,5,3,4,0
Creative Arts,Rajasthan,Semi-Urban,Low,0,0,0,17,8,5,2,2,3
Business,Bihar,Semi-Urban,Medium,0,0,3,5,7,6,8,6,1
Data Science,Gujarat,Urban,High,4,110,2,6,19,0,5,1,0
Creative Arts,Gujarat,Urban,Medium,0,0,0,22,20,4,1,3,3
Technology,Madhya Pradesh,Semi-Urban,High,7,153,1,5,15,0,4,1,2
Business,Karnataka,Semi-Urban,Low,0,0,1,10,7,1,1,1,0
Skilled Trades,Punjab,Semi-Urban,Medium,0,0,0,9,6,23,1,2,0
Technology,Gujarat,Semi-Urban,Low,5,142,1,3,24,3,0,3,0
Business,Tamil Nadu,Rural,High,0,0,0,11,12,3,1,1,1
Skilled Trades,Rajasthan,Urban,High,0,0,0,11,5,17,7,1,3
Social & Community Work,Maharashtra,Semi-Urban,Low,0,0,0,6,11,14,2,0,0
Data Science,Karnataka,Urban,High,4,104,1,8,12,0,3,5,1
Data Science,Odisha,Semi-Urban,Medium,6,105,8,4,18,0,2,5,1
Creative Arts,Maharashtra,Urban,Medium,2,0,0,13,14,5,3,2,2
Data Science,Kerala,Semi-Urban,Medium,5,101,2,7,18,0,2,1,2
Data Science,Uttar Pradesh,Urban,High,3,121,2,8,13,0,4,3,1
Social & Community Work,Gujarat,Rural,Medium,0,0,0,9,6,20,0,2,2
Data Science,Telangana,Rural,Low,4,102,3,7,17,0,3,7,2
Social & Community Work,Delhi,Urban,High,0,0,0,10,8,16,5,2,1
Social & Community Work,Bihar,Semi-Urban,High,0,0,0,15,18,12,3,1,0
Data Science,Uttar Pradesh,Urban,High,7,124,3,7,16,0,3,6,1
Creative Arts,Tamil Nadu,Urban,High,1,0,0,8,19,9,1,2,3
Skilled Trades,Madhya Pradesh,Rural,Low,0,0,0,11,5,23,1,3,1
Business,Karnataka,Urban,Medium,0,0,0,7,10,0,3,3,1
Social & Community Work,Telangana,Urban,High,0,0,0,16,5,18,2,5,2
Skilled Trades,Odisha,Rural,Medium,0,0,0,9,4,19,5,2,1
Technology,Kerala,Urban,Medium,12,162,3,4,21,0,4,6,1
Skilled Trades,Maharashtra,Semi-Urban,High,0,0,0,14,4,16,3,1,2
Technology,Uttar Pradesh,Rural,Low,3,151,1,3,13,0,1,3,3
Skilled Trades,Gujarat,Urban,High,0,0,0,13,0,16,3,0,0
Creative Arts,Madhya Pradesh,Rural,Medium,0,0,0,9,14,7,1,3,2
Creative Arts,Kerala,Rural,Low,3,0,0,9,10,5,4,8,3
Technology,Uttar Pradesh,Semi-Urban,High,7,143,2,6,13,1,4,10,1
Creative Arts,Bihar,Urban,Medium,1,0,0,10,11,5,1,0,3
Data Science,Maharashtra,Rural,Low,2,86,6,5,13,0,3,3,1
Business,Rajasthan,Semi-Urban,Medium,0,0,0,6,9,5,4,4,1
Social & Community Work,Gujarat,Rural,Low,0,0,0,9,9,14,2,3,5
Technology,Tamil Nadu,Semi-Urban,Low,3,133,3,6,27,2,5,5,2
Social & Community Work,West Bengal,Semi-Urban,Medium,0,0,0,9,10,13,5,0,1
Technology,Rajasthan,Semi-Urban,Medium,8,136,0,4,18,2,2,4,3
Technology,Gujarat,Urban,Medium,7,134,3,10,9,1,1,4,0
Technology,Kerala,Urban,Medium,9,163,3,5,11,0,3,1,0
Social & Community Work,Telangana,Urban,High,0,0,0,11,6,7,3,1,2
Creative Arts,Odisha,Rural,Low,2,0,0,6,11,9,0,4,1
Technology,Madhya Pradesh,Semi-Urban,High,7,141,3,5,21,2,0,3,5
Skilled Trades,Punjab,Urban,High,0,0,0,11,5,15,2,4,0
Skilled Trades,Other,Urban,High,0,0,0,12,1,14,5,3,2
Data Science,Other,Urban,Medium,2,129,3,5,15,0,2,4,1
Data Science,Maharashtra,Rural,Medium,6,90,3,3,13,0,4,1,1
Business,Odisha,Rural,Low,0,0,2,8,9,2,1,1,2
Data Science,Other,Semi-Urban,High,5,92,4,5,20,0,1,1,2
Creative Arts,Telangana,Semi-Urban,Medium,1,0,0,10,9,8,3,5,4
Business,Punjab,Urban,High,0,0,1,11,10,1,6,1,4
Technology,Other,Semi-Urban,Medium,8,139,2,5,13,1,4,6,2
Skilled Trades,Punjab,Urban,High,0,0,0,16,5,20,5,3,1
Social & Community Work,Bihar,Semi-Urban,Medium,0,0,0,12,3,15,2,1,1
Creative Arts,Tamil Nadu,Semi-Urban,Medium,2,0,0,9,14,5,6,3,1
Technology,Other,Urban,High,8,154,2,3,24,0,5,5,3
Skilled Trades,Punjab,Semi-Urban,Medium,0,0,0,12,4,17,1,2,2
Creative Arts,Rajasthan,Rural,Low,4,0,0,9,12,4,1,0,1
Business,Other,Semi-Urban,High,0,0,0,10,14,1,3,3,2
Business,Madhya Pradesh,Rural,High,0,0,2,8,13,1,2,1,5
Technology,Telangana,Semi-Urban,Medium,6,156,2,3,12,4,2,5,1
Data Science,Karnataka,Rural,Low,4,99,2,15,29,0,2,2,2
Business,West Bengal,Urban,High,0,0,0,12,10,2,5,2,3
Creative Arts,Gujarat,Rural,Low,1,0,0,14,7,2,3,1,3
Data Science,Maharashtra,Semi-Urban,Medium,5,92,2,10,15,0,2,5,1
Skilled Trades,Kerala,Urban,High,0,0,0,14,4,25,6,1,1
Technology,Gujarat,Semi-Urban,Low,7,137,2,2,19,0,0,4,3
Social & Community Work,Delhi,Semi-Urban,Medium,0,0,0,12,9,19,2,6,3
Skilled Trades,Odisha,Urban,High,0,0,0,14,5,22,1,2,2
Technology,Uttar Pradesh,Rural,Medium,7,152,3,6,14,1,3,3,1
Skilled Trades,Odisha,Urban,High,0,0,0,14,4,20,0,5,4
Technology,Tamil Nadu,Rural,Medium,6,152,2,4,17,0,4,1,1
Creative Arts,Uttar Pradesh,Urban,High,1,0,0,12,11,2,1,3,2
Social & Community Work,Telangana,Semi-Urban,Low,0,0,0,12,11,16,3,2,2
Social & Community Work,Delhi,Semi-Urban,Medium,0,0,0,11,11,16,3,1,2
Business,Delhi,Urban,High,0,0,0,9,6,2,1,4,0
Skilled Trades,Delhi,Urban,High,0,0,0,15,5,21,1,2,3
Business,Telangana,Semi-Urban,High,0,0,1,8,12,2,3,3,2
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,15,4,15,4,4,3
Skilled Trades,Gujarat,Semi-Urban,Medium,0,0,0,12,2,18,3,3,0
Data Science,Tamil Nadu,Urban,High,8,97,1,4,23,0,2,5,2
Technology,Maharashtra,Semi-Urban,Medium,7,141,3,9,16,0,8,2,0
Technology,Kerala,Semi-Urban,Medium,8,146,1,6,17,1,4,2,2
Technology,Rajasthan,Semi-Urban,Medium,11,143,1,5,10,1,1,3,4
Social & Community Work,Bihar,Semi-Urban,Medium,0,0,0,11,13,18,0,1,1
Social & Community Work,Gujarat,Urban,High,0,0,0,11,10,22,1,2,1
Skilled Trades,Rajasthan,Rural,Low,0,0,0,15,4,29,1,1,1
Business,Uttar Pradesh,Urban,High,0,0,1,13,12,0,2,3,2
Skilled Trades,Other,Urban,High,0,0,0,15,3,17,0,3,3
Technology,Bihar,Urban,High,10,154,2,1,10,0,5,6,0
Data Science,Rajasthan,Rural,Low,1,99,0,9,19,0,5,4,3
Skilled Trades,Gujarat,Rural,Low,0,0,0,13,4,20,3,4,1
Technology,Punjab,Semi-Urban,High,8,158,2,3,17,1,4,3,1
Technology,Delhi,Urban,High,2,161,2,3,4,0,0,2,4
Creative Arts,Odisha,Urban,High,0,0,0,16,17,6,0,2,1
Technology,Maharashtra,Rural,Low,8,138,0,5,7,0,4,3,2
Data Science,Odisha,Urban,High,6,5000,1,0,0,0,2,0,2
Business,Maharashtra,Semi-Urban,Medium,0,0,1,14,10,1,4,2,1
Creative Arts,Karnataka,Urban,High,1,0,0,11,13,3,5,3,2
Skilled Trades,Odisha,Urban,High,0,0,0,18,2,23,1,4,1
Skilled Trades,Maharashtra,Semi-Urban,High,0,0,0,14,4,13,3,2,0
Technology,Uttar Pradesh,Rural,Low,5,138,3,2,13,0,3,2,2
Social & Community Work,Punjab,Rural,Medium,0,0,0,15,6,17,6,2,3
Business,West Bengal,Semi-Urban,High,0,0,0,6,8,2,2,7,2
Technology,Bihar,Semi-Urban,Medium,9,170,4,4,17,1,5,2,1
Creative Arts,Odisha,Semi-Urban,Low,0,0,0,7,13,2,3,4,0
Business,Tamil Nadu,Urban,High,0,0,1,5,8,0,3,3,4
Technology,Karnataka,Semi-Urban,Medium,7,148,2,5,11,1,0,1,0
Creative Arts,Odisha,Urban,High,1,0,0,10,11,2,0,3,5
Business,Uttar Pradesh,Urban,Medium,0,0,1,8,10,2,1,4,2
Data Science,Other,Rural,Low,3,93,4,13,21,0,3,3,3
Data Science,Maharashtra,Urban,Medium,5,89,3,5,22,0,5,2,2
Technology,Uttar Pradesh,Semi-Urban,Low,3,159,1,9,22,2,5,2,0
Social & Community Work,Delhi,Rural,Medium,0,0,0,16,10,9,6,3,1
Data Science,Bihar,Semi-Urban,Medium,4,84,3,2,27,0,4,1,2
Creative Arts,Punjab,Urban,High,0,0,0,10,13,8,3,3,2
Data Science,Uttar Pradesh,Semi-Urban,High,7,91,7,3,28,0,4,4,4
Creative Arts,Odisha,Rural,Low,2,0,0,10,14,2,2,1,2
Creative Arts,Tamil Nadu,Urban,High,3,0,0,7,16,5,5,1,1
Skilled Trades,Kerala,Rural,High,0,0,0,19,6,14,3,4,2
Business,Madhya Pradesh,Semi-Urban,Medium,0,0,2,7,12,1,0,4,2
Data Science,Other,Rural,Low,2,113,5,5,27,0,1,4,3
Business,Odisha,Urban,High,0,0,4,6,6,1,3,2,1
Creative Arts,Bihar,Semi-Urban,Medium,1,0,0,16,11,4,3,3,1
Skilled Trades,Kerala,Urban,High,0,0,0,16,0,18,0,6,2
Social & Community Work,West Bengal,Rural,Low,0,0,0,12,4,12,0,3,4
Social & Community Work,Madhya Pradesh,Rural,Medium,0,0,0,7,10,13,2,5,1
Skilled Trades,Gujarat,Semi-Urban,High,0,0,0,7,4,27,0,5,0
Skilled Trades,Bihar,Semi-Urban,High,0,0,0,17,1,24,0,5,0
Technology,Maharashtra,Urban,Low,17,155,1,2,0,0,1,4,3
Skilled Trades,Uttar Pradesh,Urban,High,0,0,0,17,3,22,3,2,3
Technology,Odisha,Semi-Urban,Medium,9,174,6,6,20,0,1,3,3
Business,Delhi,Urban,High,0,0,2,6,16,4,4,4,3
Data Science,Telangana,Urban,High,8,104,3,8,19,0,0,3,1
Creative Arts,West Bengal,Urban,High,0,0,0,17,9,5,0,1,2
Technology,Telangana,Urban,High,12,153,3,6,17,0,2,4,1
Data Science,Kerala,Semi-Urban,Medium,5,89,3,5,18,0,5,2,2
Data Science,Other,Urban,High,6,110,3,7,16,0,0,2,2
Data Science,Other,Semi-Urban,Medium,10,111,3,5,28,0,1,2,2
Technology,Odisha,Urban,Low,10,156,2,9,13,1,2,3,0
Business,Rajasthan,Semi-Urban,High,0,0,0,10,11,1,2,2,1
Data Science,Odisha,Urban,High,5,90,3,5,21,0,3,3,0
Data Science,Gujarat,Urban,High,3,85,2,3,17,0,2,2,5
Data Science,Delhi,Rural,Low,2,87,3,3,20,0,2,2,3
Technology,Madhya Pradesh,Semi-Urban,Medium,7,169,4,2,21,2,2,4,2
Creative Arts,Uttar Pradesh,Rural,Low,1,0,0,8,9,6,4,3,1
Data Science,West Bengal,Urban,High,8,99,5,1,20,0,4,2,3
Creative Arts,Maharashtra,Urban,Medium,0,0,0,7,15,4,2,1,2
Technology,Telangana,Semi-Urban,Medium,11,146,3,4,8,0,4,4,2
Technology,Bihar,Semi-Urban,Medium,6,150,1,5,10,4,4,1,3
Skilled Trades,Telangana,Rural,Low,0,0,0,18,3,9,5,4,4
Data Science,Karnataka,Semi-Urban,Low,4,118,1,5,18,0,2,4,2
Social & Community Work,Odisha,Urban,High,0,0,0,14,5,13,5,4,2
Technology,Gujarat,Rural,Low,10,142,2,3,27,0,4,0,3
Business,Madhya Pradesh,Rural,Low,0,0,0,7,14,2,5,2,3
Technology,Tamil Nadu,Semi-Urban,High,7,132,1,3,7,1,2,5,1
Technology,Tamil Nadu,Semi-Urban,High,7,149,1,8,17,3,1,3,3
Creative Arts,Kerala,Urban,High,2,0,0,15,15,12,1,3,0
Technology,Kerala,Semi-Urban,Medium,10,147,0,3,14,1,2,4,3
Skilled Trades,Delhi,Urban,High,0,0,0,22,3,19,5,0,1
Social & Community Work,Karnataka,Rural,Medium,0,0,0,7,9,13,1,1,2
Technology,Delhi,Rural,Medium,8,135,3,7,12,1,1,2,4
Creative Arts,Punjab,Semi-Urban,High,1,0,0,17,6,7,2,3,2
Social & Community Work,Madhya Pradesh,Semi-Urban,Medium,0,0,0,9,15,12,1,2,0
Skilled Trades,Rajasthan,Urban,High,0,0,0,20,10,21,0,2,2
Technology,Delhi,Semi-Urban,High,4,157,3,7,25,1,0,1,1
Data Science,Karnataka,Rural,Low,6,108,3,5,20,0,3,4,3
Skilled Trades,Madhya Pradesh,Urban,High,0,0,0,16,4,20,4,0,1
Skilled Trades,Maharashtra,Rural,Low,0,0,0,13,5,28,3,5,2
Creative Arts,Rajasthan,Semi-Urban,High,1,0,0,12,8,4,6,3,3
Social & Community Work,Gujarat,Rural,Low,0,0,0,8,12,11,2,7,2
Data Science,Kerala,Urban,High,2,96,7,6,16,0,3,0,4
Technology,Karnataka,Urban,High,10,179,7,5,19,0,3,5,3
Skilled Trades,Kerala,Urban,High,0,0,0,15,4,16,3,5,3
Skilled Trades,Gujarat,Urban,High,0,0,0,13,4,16,0,1,2
Business,Tamil Nadu,Urban,High,0,0,3,6,11,3,2,3,2
Technology,Bihar,Rural,Low,7,165,1,7,11,0,0,3,1
Social & Community Work,Karnataka,Rural,Low,0,0,0,11,7,13,3,3,0
Social & Community Work,Madhya Pradesh,Rural,Medium,0,0,0,11,14,9,3,6,1
Business,Maharashtra,Semi-Urban,Medium,0,0,4,3,13,2,5,3,3
Creative Arts,Rajasthan,Rural,Medium,1,0,0,21,12,10,4,1,3
Social & Community Work,Telangana,Urban,High,0,0,0,9,6,15,4,5,2
Data Science,Karnataka,Semi-Urban,High,2,97,2,5,20,0,6,2,1
Data Science,Delhi,Rural,Low,4,115,8,10,15,0,2,3,2
Data Science,Madhya Pradesh,Urban,High,4,94,8,8,12,0,3,1,1
Business,Rajasthan,Urban,High,0,0,1,9,16,3,0,2,1
Data Science,Telangana,Urban,High,1,113,6,4,18,0,2,2,0
Creative Arts,Bihar,Semi-Urban,Medium,5,0,0,11,10,7,4,2,5
Technology,Odisha,Rural,Low,7,163,1,8,18,1,5,3,2
Technology,Uttar Pradesh,Semi-Urban,Medium,5,164,3,7,12,3,0,5,2
Technology,Bihar,Semi-Urban,Medium,8,162,4,6,21,1,4,4,3
Skilled Trades,Bihar,Rural,Low,0,0,0,14,7,22,1,0,1
Data Science,Maharashtra,Urban,Medium,3,111,3,6,20,0,5,5,2
Skilled Trades,Maharashtra,Urban,High,0,0,0,9,3,15,2,3,5
Technology,Uttar Pradesh,Urban,High,6,141,0,4,16,0,2,2,2
Social & Community Work,Karnataka,Urban,High,0,0,0,12,3,14,3,1,3
Business,Bihar,Rural,Low,0,0,1,3,9,2,3,1,2
Social & Community Work,Gujarat,Rural,Medium,0,0,0,6,2,14,0,2,4
Skilled Trades,Tamil Nadu,Semi-Urban,High,0,0,0,19,4,19,4,1,1
Social & Community Work,West Bengal,Urban,Low,0,0,0,9,7,17,2,2,4
Business,Delhi,Urban,Medium,0,0,1,2,10,1,2,5,2
Technology,Uttar Pradesh,Urban,High,5,115,4,5,21,0,1,2,5
Data Science,West Bengal,Urban,High,3,95,1,8,23,0,2,2,4
Data Science,Karnataka,Rural,Low,8,102,1,3,19,0,5,1,2
Social & Community Work,Madhya Pradesh,Semi-Urban,Medium,0,0,0,8,9,8,7,3,0
Skilled Trades,West Bengal,Urban,High,0,0,0,17,5,16,4,3,2
Business,Maharashtra,Rural,Medium,0,0,0,12,12,1,0,5,2
Creative Arts,West Bengal,Rural,Low,0,0,0,13,9,7,1,5,1
Data Science,Gujarat,Rural,Low,9,93,2,1,12,0,5,2,0
Creative Arts,Telangana,Semi-Urban,Medium,3,0,0,9,15,3,3,1,1
Business,Tamil Nadu,Urban,High,0,0,0,6,8,2,0,3,2
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,12,4,20,4,6,3
Technology,Uttar Pradesh,Semi-Urban,Low,2,160,2,7,14,1,2,4,0
Technology,Delhi,Rural,Low,7,138,1,5,29,0,2,4,3
Creative Arts,Punjab,Rural,Medium,2,0,0,10,11,5,2,7,3
Data Science,Other,Urban,High,1,5000,3,0,0,0,4,4,4
Social & Community Work,Punjab,Rural,Low,0,0,0,7,4,10,2,2,2
Technology,Rajasthan,Semi-Urban,Medium,6,139,3,5,16,0,2,1,0
Social & Community Work,Maharashtra,Urban,High,0,0,0,9,9,16,3,2,0
Data Science,Kerala,Rural,Medium,2,96,5,5,14,0,4,1,4
Creative Arts,Other,Rural,Low,1,0,0,11,10,6,6,5,2
Skilled Trades,Tamil Nadu,Semi-Urban,Medium,0,0,0,15,5,27,6,3,2
Skilled Trades,Punjab,Semi-Urban,Medium,0,0,0,14,6,17,1,3,0
Data Science,Gujarat,Urban,High,2,97,2,7,17,0,2,3,3
Skilled Trades,Other,Rural,Low,0,0,0,10,3,18,3,5,1
Creative Arts,Uttar Pradesh,Urban,High,1,0,0,18,12,8,2,4,3
Skilled Trades,Tamil Nadu,Semi-Urban,High,0,0,0,15,7,17,4,4,3
Business,Bihar,Urban,High,0,0,0,11,14,0,0,1,4
Creative Arts,Karnataka,Urban,High,0,0,0,13,11,3,3,3,2
Creative Arts,Karnataka,Urban,High,2,0,0,11,14,2,6,4,1
Social & Community Work,West Bengal,Rural,Medium,0,0,0,11,5,14,1,6,2
Skilled Trades,Kerala,Urban,Medium,0,0,0,25,7,18,5,2,3
Creative Arts,Maharashtra,Semi-Urban,Medium,0,0,0,8,10,3,4,4,4
Data Science,Kerala,Semi-Urban,High,7,93,2,10,19,0,0,4,3
Technology,Other,Rural,Medium,5,175,5,4,14,0,1,3,1
Technology,Gujarat,Rural,Medium,9,136,2,3,14,2,4,2,3
Creative Arts,Punjab,Semi-Urban,Medium,0,0,0,9,11,3,0,0,4
Data Science,Rajasthan,Semi-Urban,High,5,79,2,6,13,0,0,4,3
Creative Arts,Bihar,Rural,Low,0,0,0,9,13,6,4,2,4
Social & Community Work,Odisha,Urban,High,0,0,0,11,8,23,4,1,3
Technology,Uttar Pradesh,Semi-Urban,Medium,10,184,3,10,7,2,3,3,5
Creative Arts,Bihar,Rural,Low,2,0,0,9,14,6,2,4,2
Skilled Trades,Karnataka,Semi-Urban,Medium,0,0,0,17,5,21,4,2,4
Social & Community Work,Telangana,Urban,Medium,0,0,0,8,3,16,0,2,0
Business,Kerala,Semi-Urban,Low,0,0,1,8,9,2,4,2,3
Business,Odisha,Urban,High,0,0,2,6,11,3,3,4,2
Technology,Madhya Pradesh,Rural,Low,6,150,3,13,17,1,1,3,2
Data Science,Uttar Pradesh,Semi-Urban,High,1,114,6,3,27,0,0,1,0
Skilled Trades,Kerala,Rural,Low,0,5000,0,0,0,13,4,5,1
Business,Maharashtra,Urban,High,0,0,0,5,6,1,5,1,0
Skilled Trades,West Bengal,Urban,High,0,0,0,16,1,21,2,3,3
